dataset,num_cores,n_estimators,max_depth,training_time_s,data_fraction,actual_samples
covtype,5,500,10,163.6474974155426,1.0,581012
covtype,10,100,6,13.992727994918823,1.0,581012
covtype,10,100,10,18.864766836166382,1.0,581012
covtype,10,500,6,72.11394381523132,1.0,581012
covtype,10,500,10,121.33124804496765,1.0,581012
covtype,15,100,6,10.235397577285767,1.0,581012
covtype,15,100,10,15.759132623672485,1.0,581012
covtype,15,500,6,51.42515230178833,1.0,581012
covtype,15,500,10,71.56664156913757,1.0,581012
covtype,20,100,6,8.50784420967102,1.0,581012
covtype,20,100,10,12.12009859085083,1.0,581012
covtype,20,500,6,43.13354969024658,1.0,581012
covtype,20,500,10,60.39602184295654,1.0,581012
microsoft,1,100,6,49.17140746116638,0.25,180853
microsoft,1,100,10,114.62071633338928,0.25,180853
microsoft,1,500,6,206.80602192878723,0.25,180853
microsoft,1,500,10,469.961040019989,0.25,180853
microsoft,5,100,6,15.127485990524292,0.25,180853
microsoft,5,100,10,34.831727027893066,0.25,180853
microsoft,5,500,6,65.02040410041809,0.25,180853
microsoft,5,500,10,145.63621759414673,0.25,180853
microsoft,10,100,6,12.566619634628296,0.25,180853
microsoft,10,100,10,29.75009059906006,0.25,180853
microsoft,10,500,6,55.24930453300476,0.25,180853
microsoft,10,500,10,127.01713299751282,0.25,180853
microsoft,15,100,6,9.397502183914185,0.25,180853
microsoft,15,100,10,25.504746198654175,0.25,180853
microsoft,15,500,6,43.79028916358948,0.25,180853
microsoft,15,500,10,105.89056873321533,0.25,180853
microsoft,20,100,6,8.01633071899414,0.25,180853
microsoft,20,100,10,21.7986798286438,0.25,180853
microsoft,20,500,6,36.224873542785645,0.25,180853
microsoft,20,500,10,93.37296056747437,0.25,180853
microsoft,1,100,6,88.54112100601196,0.5,361706
microsoft,1,100,10,177.95589542388916,0.5,361706
microsoft,1,500,6,323.89330220222473,0.5,361706
microsoft,1,500,10,725.5469636917114,0.5,361706
microsoft,5,100,6,31.077921152114868,0.5,361706
microsoft,5,100,10,50.01711654663086,0.5,361706
microsoft,5,500,6,100.5926423072815,0.5,361706
microsoft,5,500,10,215.03239345550537,0.5,361706
microsoft,10,100,6,20.997201204299927,0.5,361706
microsoft,10,100,10,45.2517306804657,0.5,361706
microsoft,10,500,6,88.70540356636047,0.5,361706
microsoft,10,500,10,191.66256523132324,0.5,361706
microsoft,15,100,6,15.66538143157959,0.5,361706
microsoft,15,100,10,35.40898275375366,0.5,361706
microsoft,15,500,6,67.87427854537964,0.5,361706
microsoft,15,500,10,157.41069269180298,0.5,361706
microsoft,20,100,6,12.492385149002075,0.5,361706
microsoft,20,100,10,29.59059977531433,0.5,361706
microsoft,20,500,6,54.81501650810242,0.5,361706
microsoft,20,500,10,127.70063972473145,0.5,361706
microsoft,1,100,6,160.11033415794373,1.0,723412
microsoft,1,100,10,295.69463562965393,1.0,723412
microsoft,1,500,6,654.696391582489,1.0,723412
microsoft,1,500,10,1181.1571226119995,1.0,723412
microsoft,5,100,6,45.55718159675598,1.0,723412
microsoft,5,100,10,80.45629787445068,1.0,723412
microsoft,5,500,6,179.08236241340637,1.0,723412
microsoft,5,500,10,327.5791800022125,1.0,723412
microsoft,10,100,6,38.6026668548584,1.0,723412
microsoft,10,100,10,58.713440895080566,1.0,723412
microsoft,10,500,6,139.8978786468506,1.0,723412
microsoft,10,500,10,297.8235058784485,1.0,723412
microsoft,15,100,6,28.496999263763428,1.0,723412
microsoft,15,100,10,53.86491799354553,1.0,723412
microsoft,15,500,6,118.34911131858826,1.0,723412
microsoft,15,500,10,229.52011060714722,1.0,723412
microsoft,20,100,6,22.327840089797974,1.0,723412
microsoft,20,100,10,43.68732047080994,1.0,723412
microsoft,20,500,6,94.06705594062805,1.0,723412
microsoft,20,500,10,193.0165388584137,1.0,723412
susy,1,100,6,15.680976390838623,0.25,1250000
susy,1,100,10,23.75540590286255,0.25,1250000
susy,1,500,6,54.390218019485474,0.25,1250000
susy,1,500,10,95.11216759681702,0.25,1250000
susy,5,100,6,4.236785173416138,0.25,1250000
susy,5,100,10,6.460139751434326,0.25,1250000
susy,5,500,6,14.130675077438354,0.25,1250000
susy,5,500,10,25.83260679244995,0.25,1250000
susy,10,100,6,3.80273175239563,0.25,1250000
susy,10,100,10,6.004894495010376,0.25,1250000
susy,10,500,6,14.304871082305908,0.25,1250000
susy,10,500,10,25.58016037940979,0.25,1250000
susy,15,100,6,2.9272971153259277,0.25,1250000
susy,15,100,10,4.870469093322754,0.25,1250000
susy,15,500,6,10.790485382080078,0.25,1250000
susy,15,500,10,20.488677501678467,0.25,1250000
susy,20,100,6,2.360482692718506,0.25,1250000
susy,20,100,10,4.110335111618042,0.25,1250000
susy,20,500,6,8.860841751098633,0.25,1250000
susy,20,500,10,17.51614260673523,0.25,1250000
susy,1,100,6,34.739349365234375,0.5,2500000
susy,1,100,10,48.52593016624451,0.5,2500000
susy,1,500,6,121.91492128372192,0.5,2500000
susy,1,500,10,185.34404182434082,0.5,2500000
susy,5,100,6,8.832706689834595,0.5,2500000
susy,5,100,10,13.034369707107544,0.5,2500000
susy,5,500,6,31.547592163085938,0.5,2500000
susy,5,500,10,51.636438608169556,0.5,2500000
susy,10,100,6,7.9559876918792725,0.5,2500000
susy,10,100,10,11.765898704528809,0.5,2500000
susy,10,500,6,29.45086669921875,0.5,2500000
susy,10,500,10,47.99951148033142,0.5,2500000
susy,15,100,6,6.2471301555633545,0.5,2500000
susy,15,100,10,9.356113910675049,0.5,2500000
susy,15,500,6,22.499998092651367,0.5,2500000
susy,15,500,10,36.91369009017944,0.5,2500000
susy,20,100,6,4.968354225158691,0.5,2500000
susy,20,100,10,7.717711448669434,0.5,2500000
susy,20,500,6,17.748636960983276,0.5,2500000
susy,20,500,10,30.675935983657837,0.5,2500000
susy,1,100,6,69.87958359718323,1.0,5000000
susy,1,100,10,98.37966513633728,1.0,5000000
susy,1,500,6,250.62367630004883,1.0,5000000
susy,1,500,10,361.5258038043976,1.0,5000000
susy,5,100,6,18.346044301986694,1.0,5000000
susy,5,100,10,26.2249596118927,1.0,5000000
susy,5,500,6,66.53262948989868,1.0,5000000
susy,5,500,10,99.39890122413635,1.0,5000000
susy,10,100,6,16.66174578666687,1.0,5000000
susy,10,100,10,23.72914457321167,1.0,5000000
susy,10,500,6,63.094175577163696,1.0,5000000
susy,10,500,10,93.24270558357239,1.0,5000000
susy,15,100,6,13.115404605865479,1.0,5000000
susy,15,100,10,18.60324239730835,1.0,5000000
susy,15,500,6,48.07512426376343,1.0,5000000
susy,15,500,10,71.16092729568481,1.0,5000000
susy,20,100,6,10.77140188217163,1.0,5000000
susy,20,100,10,15.498114109039307,1.0,5000000
susy,20,500,6,38.41883993148804,1.0,5000000
susy,20,500,10,59.62595510482788,1.0,5000000
taxis_usa,1,100,6,31.1424458026886,0.25,3187246
taxis_usa,1,100,10,44.43157339096069,0.25,3187246
taxis_usa,1,500,6,110.22615957260132,0.25,3187246
taxis_usa,1,500,10,172.65388464927673,0.25,3187246
taxis_usa,5,100,6,10.754067659378052,0.25,3187246
taxis_usa,5,100,10,14.297996520996094,0.25,3187246
taxis_usa,5,500,6,33.27958154678345,0.25,3187246
taxis_usa,5,500,10,55.128562211990356,0.25,3187246
taxis_usa,10,100,6,9.265352725982666,0.25,3187246
taxis_usa,10,100,10,12.218101263046265,0.25,3187246
taxis_usa,10,500,6,28.734461784362793,0.25,3187246
taxis_usa,10,500,10,45.391493797302246,0.25,3187246
taxis_usa,15,100,6,7.791818618774414,0.25,3187246
taxis_usa,15,100,10,10.672109127044678,0.25,3187246
taxis_usa,15,500,6,22.62910485267639,0.25,3187246
taxis_usa,15,500,10,37.74548935890198,0.25,3187246
taxis_usa,20,100,6,7.282041072845459,0.25,3187246
taxis_usa,20,100,10,9.862277746200562,0.25,3187246
taxis_usa,20,500,6,20.991324186325073,0.25,3187246
taxis_usa,20,500,10,32.703263998031616,0.25,3187246
taxis_usa,1,100,6,64.38618874549866,0.5,6374493
taxis_usa,1,100,10,92.11971831321716,0.5,6374493
taxis_usa,1,500,6,224.41088795661926,0.5,6374493
taxis_usa,1,500,10,332.9532370567322,0.5,6374493
taxis_usa,5,100,6,22.394177436828613,0.5,6374493
taxis_usa,5,100,10,30.656497716903687,0.5,6374493
taxis_usa,5,500,6,74.83315181732178,0.5,6374493
taxis_usa,5,500,10,111.12300252914429,0.5,6374493
taxis_usa,10,100,6,19.031689167022705,0.5,6374493
taxis_usa,10,100,10,25.98701810836792,0.5,6374493
taxis_usa,10,500,6,58.36682367324829,0.5,6374493
taxis_usa,10,500,10,87.01548194885254,0.5,6374493
taxis_usa,15,100,6,16.909679651260376,0.5,6374493
taxis_usa,15,100,10,22.425461769104004,0.5,6374493
taxis_usa,15,500,6,52.921528339385986,0.5,6374493
taxis_usa,15,500,10,74.30721735954285,0.5,6374493
taxis_usa,20,100,6,15.587722063064575,0.5,6374493
taxis_usa,20,100,10,20.947378396987915,0.5,6374493
taxis_usa,20,500,6,44.088393211364746,0.5,6374493
taxis_usa,20,500,10,66.03833079338074,0.5,6374493
taxis_usa,1,100,6,120.2702088356018,1.0,12748986
taxis_usa,1,100,10,167.67091059684753,1.0,12748986
taxis_usa,1,500,6,444.92267894744873,1.0,12748986
taxis_usa,1,500,10,642.6688089370728,1.0,12748986
taxis_usa,5,100,6,39.11733317375183,1.0,12748986
taxis_usa,5,100,10,53.29990601539612,1.0,12748986
taxis_usa,5,500,6,134.30291104316711,1.0,12748986
taxis_usa,5,500,10,197.20820713043213,1.0,12748986
taxis_usa,10,100,6,35.05208659172058,1.0,12748986
taxis_usa,10,100,10,44.44504952430725,1.0,12748986
taxis_usa,10,500,6,114.71550989151001,1.0,12748986
taxis_usa,10,500,10,164.670254945755,1.0,12748986
taxis_usa,15,100,6,31.725655555725098,1.0,12748986
taxis_usa,15,100,10,39.2409234046936,1.0,12748986
taxis_usa,15,500,6,98.58560729026794,1.0,12748986
taxis_usa,15,500,10,137.87850308418274,1.0,12748986
taxis_usa,20,100,6,29.080530643463135,1.0,12748986
taxis_usa,20,100,10,38.685492277145386,1.0,12748986
taxis_usa,20,500,6,86.29125094413757,1.0,12748986
taxis_usa,20,500,10,129.4865734577179,1.0,12748986
yearprediction,1,100,6,11.920965433120728,0.25,128836
yearprediction,1,100,10,52.36518335342407,0.25,128836
yearprediction,1,500,6,45.413864850997925,0.25,128836
yearprediction,1,500,10,256.8746654987335,0.25,128836
yearprediction,5,100,6,3.0281765460968018,0.25,128836
yearprediction,5,100,10,14.427819728851318,0.25,128836
yearprediction,5,500,6,11.410451173782349,0.25,128836
yearprediction,5,500,10,70.55691385269165,0.25,128836
yearprediction,10,100,6,2.6809303760528564,0.25,128836
yearprediction,10,100,10,13.179060935974121,0.25,128836
yearprediction,10,500,6,11.64487910270691,0.25,128836
yearprediction,10,500,10,63.99085855484009,0.25,128836
yearprediction,15,100,6,2.0426952838897705,0.25,128836
yearprediction,15,100,10,10.07858419418335,0.25,128836
yearprediction,15,500,6,8.618845701217651,0.25,128836
yearprediction,15,500,10,48.25714612007141,0.25,128836
yearprediction,20,100,6,1.8243019580841064,0.25,128836
yearprediction,20,100,10,8.315621376037598,0.25,128836
yearprediction,20,500,6,7.420310974121094,0.25,128836
yearprediction,20,500,10,42.49608755111694,0.25,128836
yearprediction,1,100,6,20.23212742805481,0.5,257672
yearprediction,1,100,10,65.54279899597168,0.5,257672
yearprediction,1,500,6,76.87583351135254,0.5,257672
yearprediction,1,500,10,325.8450834751129,0.5,257672
yearprediction,5,100,6,5.469207048416138,0.5,257672
yearprediction,5,100,10,17.7620849609375,0.5,257672
yearprediction,5,500,6,19.364212036132812,0.5,257672
yearprediction,5,500,10,82.93763709068298,0.5,257672
yearprediction,10,100,6,4.694135904312134,0.5,257672
yearprediction,10,100,10,15.940760612487793,0.5,257672
yearprediction,10,500,6,18.233518600463867,0.5,257672
yearprediction,10,500,10,77.8309178352356,0.5,257672
yearprediction,15,100,6,3.3790528774261475,0.5,257672
yearprediction,15,100,10,12.119677066802979,0.5,257672
yearprediction,15,500,6,13.59046983718872,0.5,257672
yearprediction,15,500,10,59.35659146308899,0.5,257672
yearprediction,20,100,6,3.0379326343536377,0.5,257672
yearprediction,20,100,10,10.324365139007568,0.5,257672
yearprediction,20,500,6,11.30300259590149,0.5,257672
yearprediction,20,500,10,47.59439253807068,0.5,257672
yearprediction,1,100,6,38.722739696502686,1.0,515345
yearprediction,1,100,10,91.54217791557312,1.0,515345
yearprediction,1,500,6,133.37143659591675,1.0,515345
yearprediction,1,500,10,423.9270815849304,1.0,515345
yearprediction,5,100,6,9.085729598999023,1.0,515345
yearprediction,5,100,10,23.7693088054657,1.0,515345
yearprediction,5,500,6,31.349124431610107,1.0,515345
yearprediction,5,500,10,108.5320086479187,1.0,515345
yearprediction,10,100,6,8.615922212600708,1.0,515345
yearprediction,10,100,10,21.733330965042114,1.0,515345
yearprediction,10,500,6,32.052388429641724,1.0,515345
yearprediction,10,500,10,101.27956438064575,1.0,515345
yearprediction,15,100,6,6.132081985473633,1.0,515345
yearprediction,15,100,10,15.992132425308228,1.0,515345
yearprediction,15,500,6,23.250887155532837,1.0,515345
yearprediction,15,500,10,75.6857533454895,1.0,515345
yearprediction,20,100,6,4.809730529785156,1.0,515345
yearprediction,20,100,10,13.348850011825562,1.0,515345
yearprediction,20,500,6,18.439911127090454,1.0,515345
yearprediction,20,500,10,61.17352843284607,1.0,515345
