dataset,num_cores,n_estimators,max_depth,training_time_s,data_fraction,actual_samples
yearprediction,15,100,10,10.015366554260254,0.25,128836
yearprediction,15,500,6,8.664576292037964,0.25,128836
yearprediction,15,500,10,49.79691767692566,0.25,128836
yearprediction,20,100,6,1.7756822109222412,0.25,128836
yearprediction,20,100,10,8.542466640472412,0.25,128836
yearprediction,20,500,6,7.428223133087158,0.25,128836
yearprediction,20,500,10,39.87379837036133,0.25,128836
yearprediction,1,100,6,21.407500505447388,0.5,257672
yearprediction,1,100,10,68.15113735198975,0.5,257672
yearprediction,1,500,6,79.12267661094666,0.5,257672
yearprediction,1,500,10,323.18891620635986,0.5,257672
yearprediction,5,100,6,4.783773899078369,0.5,257672
yearprediction,5,100,10,16.877516984939575,0.5,257672
yearprediction,5,500,6,18.660335779190063,0.5,257672
yearprediction,5,500,10,80.26991772651672,0.5,257672
yearprediction,10,100,6,4.540443181991577,0.5,257672
yearprediction,10,100,10,15.69779372215271,0.5,257672
yearprediction,10,500,6,18.201435804367065,0.5,257672
yearprediction,10,500,10,76.16442275047302,0.5,257672
yearprediction,15,100,6,3.2265188694000244,0.5,257672
yearprediction,15,100,10,11.737148761749268,0.5,257672
yearprediction,15,500,6,13.09307312965393,0.5,257672
yearprediction,15,500,10,57.31558537483215,0.5,257672
yearprediction,20,100,6,2.7717247009277344,0.5,257672
yearprediction,20,100,10,10.176682710647583,0.5,257672
yearprediction,20,500,6,11.138109683990479,0.5,257672
yearprediction,20,500,10,48.8315110206604,0.5,257672
yearprediction,1,100,6,36.59730911254883,1.0,515345
yearprediction,1,100,10,86.44349455833435,1.0,515345
yearprediction,1,500,6,127.80965781211853,1.0,515345
yearprediction,1,500,10,398.06742882728577,1.0,515345
yearprediction,5,100,6,9.04995322227478,1.0,515345
yearprediction,5,100,10,22.578540086746216,1.0,515345
yearprediction,5,500,6,33.499094009399414,1.0,515345
yearprediction,5,500,10,106.00193619728088,1.0,515345
yearprediction,10,100,6,8.20209288597107,1.0,515345
yearprediction,10,100,10,20.87675905227661,1.0,515345
yearprediction,10,500,6,30.932745456695557,1.0,515345
yearprediction,10,500,10,98.44064402580261,1.0,515345
yearprediction,15,100,6,5.759961366653442,1.0,515345
yearprediction,15,100,10,15.35275411605835,1.0,515345
yearprediction,15,500,6,22.180695295333862,1.0,515345
yearprediction,15,500,10,72.952068567276,1.0,515345
yearprediction,20,100,6,4.82580304145813,1.0,515345
yearprediction,20,100,10,13.05251693725586,1.0,515345
yearprediction,20,500,6,18.29803442955017,1.0,515345
yearprediction,20,500,10,59.41297245025635,1.0,515345
